1	1	1.05	0.0	0.0	0.0	50	-20	0	150	0
2	2	1.033	0.0	21.70	12.7	20	-30	0	60	0
3	0	1.0	0.0	2.4	1.2	0	0.0	0	0	0
4	0	1.0	0.0	7.6	1.6	0	0.0	0	0	0
5	2	1.0058	0.0	94.2	19.0	15	-15	0	60	0
6	0	1.0	0.0	0.0	0.0	0	0.0	0	0	0
7	0	1.0	0.0	22.8	10.9	0	0.0	0	0	0
8	2	1.023	0.0	30.0	30.0	10	-15	0	50	0
9	0	1.0	0.0	0.0	0.0	0	0.0	0	0	0
10	0	1.0	0.0	5.8	2.0	0	0.0	0	0	19
11	2	1.0913	0.0	0.0	0.0	10	-10	0	-40	0
12	0	1.0	0.0	11.2	7.5	0	0	0	0	0
13	2	1.0883	0.0	0	0.0	12	-15	0	45	0
14	0	1.0	0.0	6.2	1.6	0	0	0	0	0
15	0	1.0	0.0	8.2	2.5	0	0	0	0	0
16	0	1.0	0.0	3.5	1.8	0	0	0	0	0
17	0	1.0	0.0	9.0	5.8	0	0	0	0	0
18	0	1.0	0.0	3.2	0.9	0	0	0	0	0
19	0	1.0	0.0	9.5	3.4	0	0	0	0	0
20	0	1.0	0.0	2.2	0.7	0	0	0	0	0
21	0	1.0	0.0	17.5	11.2	0	0	0	0	0
22	0	1.0	0.0	0	0.0	0	0	0	0	0
23	0	1.0	0.0	3.2	1.6	0	0	0	0	0
24	0	1.0	0.0	8.7	6.7	0	0	0	0	0
25	0	1.0	0.0	0	0.0	0	0	0	0	0
26	0	1.0	0.0	3.5	2.3	0	0	0	0	0
27	0	1.0	0.0	0	0.0	0	0	0	0	0
28	0	1.0	0.0	0	0.0	0	0	0	0	0
29	0	1.0	0.0	2.4	0.9	0	0	0	0	0
30	0	1.0	0.0	10.6	1.9	0	0	0	0	0
